respondent_id,h1n1_vaccine,seasonal_vaccine
26867,0.08538021325091144,0.24814052818398125
26868,0.4911741657004679,0.7405181473875259
26869,0.05905234799123241,0.2759584132910534
26870,0.4826340076702562,0.7339726973379429
26871,0.04490330693189814,0.1262259552124675
26872,0.19370555988732846,0.27747971955250367
26873,0.2248191379637561,0.6999060324475067
26874,0.09557778808618053,0.22912573581457266
26875,0.5518927738128511,0.7867848459848706
26876,0.12321842337131621,0.20431000693414778
26877,0.09261398271332019,0.2178425210423592
26878,0.14489956461248762,0.25326481433999937
26879,0.04462969213512692,0.1212093559621532
26880,0.11155694364014572,0.18470373375539634
26881,0.061896956030109605,0.1973305817791421
26882,0.041499748262976685,0.130020761360476
26883,0.0944663346287495,0.26733988519831653
26884,0.10841790401610651,0.22507954301122093
26885,0.19427086440977426,0.4997388437476168
26886,0.14424985141428678,0.7534248743186315
26887,0.5204252865263391,0.8031547602210938
26888,0.8308281378870077,0.882405122091242
26889,0.051012771077700865,0.18013194577026287
26890,0.19726429828653194,0.519183469273786
26891,0.34126144847562784,0.64346307911428
26892,0.21729702257688413,0.5749335501327577
26893,0.05760190675293356,0.20189279084775222
26894,0.18790197929448293,0.3522484345152814
26895,0.12392495513614774,0.7145571177679806
26896,0.06157168557199947,0.1346576252515201
26897,0.0621367068711727,0.49161408625376163
26898,0.34262299048153627,0.5650927911158418
26899,0.06387031300141008,0.15561334564591617
26900,0.0877537185282284,0.27173144009015693
26901,0.09999986021011936,0.43603778831017076
26902,0.3056152041951452,0.7906552725666053
26903,0.27815038334057507,0.17348026132624747
26904,0.0788142703386563,0.3828406139857786
26905,0.3996836998772791,0.791678443627123
26906,0.06987330706433129,0.42666998372457826
26907,0.05930090669060117,0.4548039753110482
26908,0.114001520883839,0.6903070552459053
26909,0.15057388467936117,0.30228780038561215
26910,0.1729140399118007,0.41520531902986024
26911,0.04014793116524101,0.15056472742889107
26912,0.4046755288536069,0.7630171275165452
26913,0.6093069622993176,0.779640340912422
26914,0.07006206216207658,0.23402844249101942
26915,0.2845082944733394,0.5601842445392963
26916,0.0853219513413167,0.27118613283575693
26917,0.0490521439666273,0.213882180141283
26918,0.7463313151379118,0.8944010356822032
26919,0.2080083851484573,0.5840242202664336
26920,0.0439801060864135,0.17220078364239047
26921,0.15880230036980625,0.6712007893031614
26922,0.14189115523671167,0.6606511119539478
26923,0.13494376105694325,0.4684094427729406
26924,0.7216922631870731,0.8920749461317304
26925,0.15744776568494415,0.6150917707140307
26926,0.4197701583944255,0.4777836077553257
26927,0.3584964280099709,0.6142293243486399
26928,0.09905089022836096,0.4716043704447364
26929,0.07618306090988805,0.3014102942749576
26930,0.5680833224859335,0.7188005138544865
26931,0.09896185302690393,0.2892336400290018
26932,0.1334915303587077,0.8095790045114383
26933,0.13173151855942283,0.3701837189229601
26934,0.5053473891332749,0.7099281776402445
26935,0.17333074620611175,0.49456218557467435
26936,0.25632043574228935,0.2865878774135737
26937,0.2635400513856186,0.7287974005567034
26938,0.0903487414224327,0.12959884265201255
26939,0.06424055555690719,0.17984580798319155
26940,0.10548027378717562,0.2995635420502822
26941,0.09060870877350917,0.48474930819303025
26942,0.4818683501663202,0.6537335510845439
26943,0.30959508591413537,0.5871672653599399
26944,0.07316156588558186,0.23821966015879018
26945,0.10055579482652782,0.5445625226207467
26946,0.31644535395976403,0.601214436262417
26947,0.16600041209164068,0.41961918077048277
26948,0.06318449667965259,0.16846961822716205
26949,0.08116911302935702,0.18454143246636562
26950,0.10160713839208974,0.508061620317846
26951,0.08045344684540101,0.4353142146364932
26952,0.5874030986242794,0.8048009545953012
26953,0.5637990496574464,0.8715785452994098
26954,0.07686464342306788,0.22769836771167704
26955,0.17207617428129113,0.6553799063107243
26956,0.12173279909410857,0.22586504160294435
26957,0.11616095297114283,0.7759561653167285
26958,0.23647049285306512,0.7257404854046855
26959,0.06540511320213897,0.3260182942519924
26960,0.06931491783295024,0.18470602976562492
26961,0.1989830117895125,0.5025596968234465
26962,0.25660977774072674,0.6891660619041201
26963,0.17826799121941284,0.4433583944249145
26964,0.0816809345124163,0.230243514244755
26965,0.6488412295162437,0.8738152561431383
26966,0.08221310218091644,0.18384023757650794
26967,0.08804531361987492,0.3861394763206659
26968,0.09236740320443312,0.7441229941071639
26969,0.12482082599651902,0.32247851126754606
26970,0.47766019080439925,0.5980785230638935
26971,0.10738720093250954,0.2792547923004079
26972,0.05161503760092205,0.1738413168019482
26973,0.07305895920653663,0.24539438280572043
26974,0.19285635121850242,0.3973817810489496
26975,0.0937671010080414,0.6386225005134494
26976,0.6739424979788855,0.6579921481315144
26977,0.09051517961195804,0.44763032224087496
26978,0.07867743106947366,0.580230449168068
26979,0.40364913871264085,0.6880517477485014
26980,0.05446157407466603,0.19009851264089403
26981,0.17945667071185414,0.4770450310648085
26982,0.553923778937166,0.7860281768369588
26983,0.1168191280613664,0.5043308876418148
26984,0.05267062746425757,0.1866151977816958
26985,0.08555875798107859,0.16901789721744628
26986,0.1222321966460896,0.33376979590308237
26987,0.06792470165907362,0.2320395329249375
26988,0.05336988400784058,0.18477973490620286
26989,0.29945429225958475,0.673426793482831
26990,0.07395956626516521,0.28195449409799833
26991,0.2975037882552478,0.4698215847623603
26992,0.3362883660385567,0.4922852487552505
26993,0.1030026704412574,0.7349605081824528
26994,0.19431216247366356,0.4163891719096261
26995,0.4518948889386041,0.5267829803910629
26996,0.3237502466831764,0.43386937061273817
26997,0.07053699730682368,0.16423420523225338
26998,0.06680486760796361,0.09853267235046528
26999,0.30394745106434734,0.5300767935831883
27000,0.10452387353413702,0.45764296479930977
27001,0.13138653425022595,0.6851924301120591
27002,0.09145967295004251,0.31744028847928285
27003,0.04270146591397115,0.2070891175365849
27004,0.0996592359622651,0.22069048861351614
27005,0.4765857769249889,0.7544401576300216
27006,0.5161664033335249,0.7426893843679856
27007,0.05874304745003818,0.22546647566228248
27008,0.11447366914553517,0.20090231430245148
27009,0.1045087721267518,0.41993194134818135
27010,0.08387398219029077,0.20695405649048812
27011,0.11518225868427971,0.2862347165457683
27012,0.34553776133628294,0.5047624396657047
27013,0.08740168520762484,0.4688372405989137
27014,0.07941641862742271,0.3237013122769962
27015,0.10833648047194519,0.18047893646569071
27016,0.14828438206181102,0.4780473051548823
27017,0.3899761496254117,0.7064485066562777
27018,0.0781708620018057,0.38340384755844226
27019,0.7360424961495846,0.9034292129621471
27020,0.26632072732408185,0.3798381013621328
27021,0.21681075468534794,0.5635341770802026
27022,0.16767083703071542,0.2898711897061143
27023,0.12655606172692987,0.32759347875550937
27024,0.1328681395134473,0.4174271157953004
27025,0.1860392434902968,0.2042527383601983
27026,0.07926354946666922,0.4017827041092456
27027,0.1156540299321934,0.6716527787078812
27028,0.24922205862628297,0.7663197765398135
27029,0.14644578900642644,0.21836519002733681
27030,0.16569639061637467,0.3433557996766591
27031,0.27215927891314273,0.7371946496697368
27032,0.23777770653132818,0.5285708181780697
27033,0.19549143550582201,0.6134874671236576
27034,0.15582546283384155,0.4719243236816852
27035,0.11218273822054022,0.23422993883161086
27036,0.13248165495016398,0.6402753918941083
27037,0.5127838614673451,0.6062049984384853
27038,0.0274724838976247,0.12309971137873627
27039,0.6004716436324751,0.8659125256691046
27040,0.2641896962990335,0.4048616853473166
27041,0.13834688237759052,0.5863856526530473
27042,0.14163054283630988,0.48723523328053653
27043,0.32659493011972146,0.5963340380146469
27044,0.056760446049975315,0.12139844241445845
27045,0.1382539680023759,0.4871192009054137
27046,0.046754764032069546,0.17108858804407098
27047,0.4136117352793044,0.5104051010881028
27048,0.15043924090084043,0.558741468333509
27049,0.37170357239224605,0.7545305821405494
27050,0.06931664088644197,0.5339175775534472
27051,0.07819664356285028,0.23275543008857627
27052,0.12335829392362818,0.2823245698776192
27053,0.5407774332525198,0.8454810475882133
27054,0.052865489078804756,0.09298412003119488
27055,0.24211919389030798,0.7734408863552824
27056,0.12601526990610357,0.19567409376368797
27057,0.05527431046965458,0.12591901850566012
27058,0.639040460734961,0.871272846081342
27059,0.08560027186401184,0.26167620494068045
27060,0.06964832443157955,0.34144017094316015
27061,0.09916835158507213,0.47435307340149196
27062,0.1345455559223699,0.3075560767810955
27063,0.09855372609649943,0.4539817250196512
27064,0.2361953918561242,0.5388880886308478
27065,0.09661202434832944,0.37806410361486825
27066,0.11437588381355028,0.4742394635161656
27067,0.4353099831406032,0.6993621107772391
27068,0.6743252363874654,0.8311941848372952
27069,0.5355816318596555,0.8301545013136311
27070,0.06871622629170769,0.13115293590868904
27071,0.09066220804107462,0.1693665524862676
27072,0.23007182822239977,0.3922945425264952
27073,0.117923470080235,0.741065789912146
27074,0.08688615195123107,0.23085054370843147
27075,0.6186985721129159,0.7632053473832001
27076,0.4996050342541891,0.68501921067218
27077,0.06055860509288109,0.18106405642978168
27078,0.18120975525925898,0.7077164996074404
27079,0.37936553605614676,0.7987642219637628
27080,0.09059496556710941,0.31407130251143206
27081,0.13868442410691642,0.6425953670854306
27082,0.1359073466937955,0.3314208928412296
27083,0.09260265841928106,0.36147617256646647
27084,0.5694825091119141,0.7093545845647417
27085,0.03941145487854341,0.13132362998036298
27086,0.0486949633066349,0.15908170844214717
27087,0.1688115837428655,0.31492825548674325
27088,0.3152138605537036,0.6549331386220689
27089,0.14381544724016726,0.24108532605993674
27090,0.265224696543699,0.7072081484818936
27091,0.4392182046206795,0.4665104364515441
27092,0.0811168940387313,0.25456319799367283
27093,0.1594700402773529,0.2926173567849112
27094,0.05449595995246964,0.21088857164438
27095,0.10152140683022484,0.5104890165474028
27096,0.09970081625738837,0.2226087995989544
27097,0.5747051930598491,0.7050650219749842
27098,0.46962412812540427,0.7997636551704811
27099,0.18930327198101396,0.5501726142497904
27100,0.126031192361434,0.6564857011273992
27101,0.13892822876146022,0.5262262501925268
27102,0.10090048872769566,0.5937074236330191
27103,0.10513552284863403,0.18145888664927978
27104,0.2192728839736451,0.5363587443099009
27105,0.19005603368279708,0.48786511131971977
27106,0.4006487199605119,0.644671817432379
27107,0.4085913532286794,0.6872179731403821
27108,0.14270811482229526,0.2453334920976866
27109,0.09962147163639148,0.20469121248571903
27110,0.07676189915074533,0.32122362284156913
27111,0.06423190028432196,0.41667146446361814
27112,0.296927043740107,0.5412311272361712
27113,0.07881251941378051,0.21651434182719925
27114,0.09522751756883518,0.23798458623057533
27115,0.4038888745692091,0.6737827344430266
27116,0.19360059773996402,0.7931021864466821
27117,0.04934786356322994,0.16253152120364625
27118,0.11011699383963716,0.49353628943534816
27119,0.08492397951846216,0.21387751871425487
27120,0.4168257784195776,0.8700687505162651
27121,0.06225032512311187,0.5946351429283167
27122,0.09278906039669717,0.44676735725748784
27123,0.07101855657737018,0.24514480886888923
27124,0.10324525848529179,0.25571531540212705
27125,0.020038978647613885,0.07122523837294405
27126,0.21452903574507595,0.19926113596173944
27127,0.07946196232887069,0.16209233098694423
27128,0.13776769796100063,0.4765260242194838
27129,0.32552543127729017,0.4564286476763433
27130,0.08517418381688638,0.23483347982181624
27131,0.06808368114192827,0.22551707685839076
27132,0.4658082879332618,0.8676734906777668
27133,0.1820019613631233,0.651314783745264
27134,0.6691421613324064,0.8687259984027267
27135,0.19789600774144042,0.5374353399363753
27136,0.07064196613264537,0.501204645147972
27137,0.0991681229700355,0.2258785158640229
27138,0.23826314616373037,0.45915802113507154
27139,0.14631858529839709,0.32018189813912284
27140,0.8199035803603505,0.8649887110341672
27141,0.4355199110123424,0.6701849472199356
27142,0.07746817818235349,0.23491185525607985
27143,0.19003345066630006,0.32342517457085357
27144,0.1153809998970046,0.15525868574075652
27145,0.41365221187404927,0.6084933235223766
27146,0.17829373375976515,0.8421605696932724
27147,0.06953152805085873,0.2091919045075638
27148,0.1565133263669848,0.14232945837439812
27149,0.27030460756350705,0.30868301658357566
27150,0.5348190841858159,0.7795838170876128
27151,0.1443271532468279,0.6530185018774854
27152,0.06693830111586929,0.216095915660725
27153,0.1553717010882012,0.700832385500294
27154,0.47377513644386826,0.8352645279836437
27155,0.1176609802209703,0.6054553638101943
27156,0.06161969293729906,0.3816532545204985
27157,0.1067524196646714,0.4510722187119548
27158,0.09311071156669849,0.40129659130323125
27159,0.08191546008755729,0.23572515500913155
27160,0.20088264445346726,0.3902669020323867
27161,0.319148620025938,0.5498714548256813
27162,0.29596193703598866,0.8022909110742451
27163,0.4384120778832213,0.42637604290855735
27164,0.2475105821522827,0.27854259753004246
27165,0.4287022467704187,0.6056547885406074
27166,0.29073670426317605,0.36762456246415853
27167,0.10681054101399276,0.4363985999277702
27168,0.21030891128072837,0.6131518322600836
27169,0.41547897184162225,0.5814832713052874
27170,0.3265721501142804,0.6966194161276898
27171,0.0874848679995987,0.263309511420342
27172,0.09618695942972533,0.6887034813009452
27173,0.27966299345214185,0.5024647253270524
27174,0.08975973446645767,0.17865999355733198
27175,0.10057903003754014,0.22487353375777527
27176,0.5704420387573101,0.8377815081127458
27177,0.6394841576774903,0.7943115944046616
27178,0.08060860807103824,0.32066000843131165
27179,0.0862507347539683,0.2928238717384415
27180,0.283443800574659,0.4666812945336995
27181,0.08965289145969024,0.6969502344671886
27182,0.5203447839710066,0.7906271121929841
27183,0.08557086330863195,0.6078083768147601
27184,0.1012029657592527,0.3000252782678775
27185,0.418627081943477,0.6820232206630024
27186,0.19423093495321236,0.6688204176388538
27187,0.1277072578329493,0.21883876665717872
27188,0.10256226821411035,0.4162759822767096
27189,0.09132174685027658,0.5684627464755646
27190,0.44611916476588737,0.7580912778939256
27191,0.21174330743277958,0.8363697680879154
27192,0.42322380669686166,0.6796919667597109
27193,0.03747794586972006,0.2041715464050075
27194,0.11376386510111347,0.41293905477099735
27195,0.05319686889544218,0.2021961550511682
27196,0.2832223348791845,0.3227597707444725
27197,0.101355354119794,0.5381247877604808
27198,0.6512576655183865,0.8519020398878968
27199,0.08012074104193202,0.41970547284264226
27200,0.24065335639415675,0.4994186743578242
27201,0.5771725345749589,0.751769017220075
27202,0.0968388230124053,0.27011766522002995
27203,0.05806274485451904,0.20384892629618695
27204,0.030353444382097833,0.11089214460287829
27205,0.12297502261300773,0.2625390978273138
27206,0.18603585168139522,0.39494843397267104
27207,0.1370035591986284,0.21676410903338167
27208,0.5431917697224778,0.6817474820800637
27209,0.10877209176429214,0.2427272240801719
27210,0.16746401636551014,0.3009807263540748
27211,0.14576202501623592,0.39531550451138986
27212,0.4927829917172813,0.8151180580946955
27213,0.30056251541455137,0.47651829993940276
27214,0.03966287659102153,0.1798475349282162
27215,0.19241108819486663,0.6207709352141592
27216,0.16176687727375672,0.6972910064924716
27217,0.1127333853382951,0.2743599914256913
27218,0.43435283582067397,0.8028108356444973
27219,0.41916427260858813,0.5747269856390417
27220,0.18307237222912126,0.3805056304229701
27221,0.12853765103449813,0.6484733969775341
27222,0.22384593664074492,0.5394067190691821
27223,0.15042465747690723,0.5960551626978262
27224,0.1867312794799175,0.5370670601392942
27225,0.2049977672386131,0.30140549641485287
27226,0.07101475015510123,0.2063285017629949
27227,0.12361092184327749,0.29689201531666126
27228,0.4098963161555397,0.6767713487248264
27229,0.3604429626708473,0.7666105842532809
27230,0.2776492503193259,0.8693947263687479
27231,0.43871836693198346,0.7498145160291882
27232,0.11358380670430586,0.48329759710671505
27233,0.29040548738347854,0.4036429052662173
27234,0.05522393601431755,0.14897375351539616
27235,0.6684204034938159,0.8700329941286301
27236,0.18825807760061355,0.715924797929975
27237,0.3692475161256034,0.6492846680535104
27238,0.2486754926211396,0.7101765763594889
27239,0.36312730330464044,0.3412288489594398
27240,0.11805494406495494,0.32010119402502096
27241,0.05652433304349646,0.2139738679261598
27242,0.2000712305271702,0.500692542037033
27243,0.09359752928241648,0.26196611738389836
27244,0.046756465547146686,0.17173883381505767
27245,0.1691474815364636,0.4398616483562271
27246,0.6083692975036842,0.8545922737641998
27247,0.2655231438680233,0.8334783829803203
27248,0.18249445937582645,0.6076886522943608
27249,0.14736490728744336,0.558593270202724
27250,0.08776866192230473,0.331495629113248
27251,0.11102878835534195,0.4740826792234257
27252,0.2287115005392747,0.40738740057768785
27253,0.1353295754165182,0.7260033977734794
27254,0.8245061887194156,0.9301006386831782
27255,0.10851300999592117,0.2765769232302269
27256,0.581493023217648,0.8599763812045491
27257,0.355777047492592,0.4819544035889045
27258,0.3821147092819855,0.7387329534760774
27259,0.5175639721330918,0.765944257307903
27260,0.15027468984929335,0.32747111087022035
27261,0.09791892284147632,0.5794092451203158
27262,0.19009034153822038,0.3952973362330483
27263,0.11381994373077388,0.1468988126068592
27264,0.10608238708966679,0.21353463701066017
27265,0.09284152880311597,0.2677283740900844
27266,0.21097835549598526,0.3194428918940549
27267,0.3393802854037192,0.5742163348747025
27268,0.12389379597110124,0.22244329476975963
27269,0.3963979504179832,0.5626244841567051
27270,0.07934909164065504,0.2164069063078628
27271,0.11595995227335543,0.2551278266162923
27272,0.12498784551771419,0.40285700483509856
27273,0.09829868547981149,0.2918627836369225
27274,0.11850624377963304,0.3325572346859756
27275,0.15830045722714187,0.40099242583246986
27276,0.047704546813730576,0.2099757699418811
27277,0.0873313494295811,0.7959673159258078
27278,0.19597359206861603,0.4781806251185206
27279,0.08044218450975701,0.40655638953345696
27280,0.25306131802448645,0.4128977852165739
27281,0.10198891752006758,0.4110945928248581
27282,0.1262812555199322,0.742790209592594
27283,0.051201262014883106,0.22025327379923773
27284,0.24201179840293666,0.548290113303789
27285,0.13047764607415105,0.5428507681333108
27286,0.14910617113022062,0.37038031190555126
27287,0.24487388052824463,0.5895506839149265
27288,0.39583219792272034,0.7152152074374192
27289,0.3322163099685793,0.4886184809865462
27290,0.10880621000399841,0.12289756606067151
27291,0.5185318533030535,0.8423442572499485
27292,0.10390453486642619,0.5139265723402963
27293,0.1722232926718026,0.8782280074719624
27294,0.06754857493811678,0.1700132092846283
27295,0.21974366088941236,0.7423019042324195
27296,0.1321495329548115,0.6885008320441182
27297,0.14058974486183723,0.6024681404161286
27298,0.1125496837335335,0.41308360915985226
27299,0.214407703737971,0.6025941409447988
27300,0.2171309182785624,0.8296967891074474
27301,0.035331134736395306,0.10703516812784333
27302,0.10886488218387305,0.5682584327360061
27303,0.11581069239084141,0.2187100281112152
27304,0.12356347793819379,0.7343259347727324
27305,0.054363401120959595,0.1472338153653703
27306,0.1298952676894622,0.4991778963376786
27307,0.5664520053529222,0.7602391696301656
27308,0.11978282120700627,0.30774946110650975
27309,0.5299543141832929,0.9035539765666353
27310,0.07073717774810662,0.3566528694894592
27311,0.1619205650523487,0.22998430480780774
27312,0.14225358439758776,0.4813722414906969
27313,0.0580894159185674,0.21065858700041026
27314,0.02902320284578579,0.12229048346878471
27315,0.08661865816603294,0.2536674096000677
27316,0.3061575927894495,0.6268795278663098
27317,0.21467976691114188,0.3208235606079281
27318,0.20662828758947657,0.37996052965338684
27319,0.3702416733307101,0.7498198422169157
27320,0.442790118787137,0.727789242336851
27321,0.06501254908770851,0.609778470469008
27322,0.3894218530882682,0.5317291591753417
27323,0.13672495120240924,0.40565691397270404
27324,0.3541645447289257,0.6057444520189406
27325,0.5794144481899334,0.8359854120878516
27326,0.20246575149210877,0.5599272356107873
27327,0.2757654730493436,0.3473575979997554
27328,0.2587082496400664,0.43230543088658513
27329,0.12145426061208052,0.3392106421598771
27330,0.06549945376727323,0.4968060348784203
27331,0.06021358564619865,0.2130206134890368
27332,0.2796247595872564,0.827229169331542
27333,0.5061497543077829,0.651999651372418
27334,0.06045096738511645,0.1431986937186757
27335,0.17424418281880866,0.21814867773394542
27336,0.09040752135610468,0.19458304762339984
27337,0.2081416847321139,0.5265616072555447
27338,0.15761025498828965,0.41075470277498743
27339,0.29474667179683256,0.4029698671029658
27340,0.04089794614532837,0.28215346560404103
27341,0.13772162274991784,0.5584552755831195
27342,0.17808000068745414,0.43280991680683883
27343,0.0470960192242853,0.13889983932649708
27344,0.2158719419019212,0.5087034625821434
27345,0.1398088869501846,0.2913050456107408
27346,0.5894221716752676,0.8517256602116422
27347,0.5292107723331934,0.7640130360846039
27348,0.06520548984247294,0.2220420785832555
27349,0.08560394096359626,0.33781637126087943
27350,0.19829811404044972,0.7574216979659768
27351,0.5105141167502836,0.7942210863839277
27352,0.21878615686681782,0.3872276823286633
27353,0.10136843064400075,0.236835101436213
27354,0.20284224209791435,0.6432631306825952
27355,0.23398151532420594,0.466760561349113
27356,0.16160395452077425,0.5876108579180106
27357,0.07903195388238451,0.3964489093557916
27358,0.14110379514145394,0.6184190567785796
27359,0.34644210992855273,0.6648289512203337
27360,0.22268802765995502,0.5922327673524276
27361,0.09402960345571881,0.7467865683720207
27362,0.21958252893565974,0.5307051013837053
27363,0.18069573103312142,0.23942706412217593
27364,0.09793278532285835,0.3786489809528873
27365,0.2554384295701118,0.5122373880167533
27366,0.43660785040393774,0.6247224970348322
27367,0.2716418982875613,0.46957547996563
27368,0.08697462329810307,0.5101904938160119
27369,0.0626364676255632,0.14188504846843814
27370,0.08738130562491558,0.6736500039018055
27371,0.21802032404512628,0.3693787138182643
27372,0.10274171526373271,0.2560388081199412
27373,0.6246372143290931,0.7502803156650754
